StartDate,EndDate,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q9,Q8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11,Q12,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q19,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q18,Q23,Q24,Q25,Q26,Q26_1_TEXT,Q27,Q27_1_TEXT,Q28,Q29,Q30,Q31,Q32,SCREENED 
10/11/2017,10/11/2017,24.84.157.143,100,770,1,10/11/2017,R_2EGp7LX0CCGG3aq,49.280700683594,-123.03970336914,anonymous,EN,150,3,2,3,1,3,2,2,7, , , ,1, , , , ,3,1,1,4,3,1,2,1,2,1,4,1,1,3,1,5, ,1,1,1,3,5,5,3,1,5, , , , , , , , , ,I have a car so I feel some answers here weren’t super relevant to me.
However I do find the convience of have carshare at my fingertips great for certain things. Great for travel( going to the airport) also if I am heading out for an evening to meet friends., , , , , ,1,3,2,2,2,1,2,1,2,1,2,2,4,1, 
10/11/2017,10/11/2017,64.46.22.199,100,504,1,10/11/2017,R_2QWFjn3wlky4AlQ,49.278793334961,-123.11389923096,anonymous,EN,150,7,1,7,1,1,2,3,1, , ,1,1, , , , ,3,5,3,5,5,5,1,2,2,4,5,5,5,1,1,1, ,2,1,1,5,4,4,4,3,5,2, , , , , , , , ,"Live downtown, walk a lot, car sharing is good for options for getting around whether in dt or outside of dt. Price sensitive though, look at the per minute rate as well as extra fees. That's why I use Evo as #1, and pretty much don't use car2go anymore since they instituted a $1 fee per trip. Ends up costing more if you drive short trips.", , , , , ,1,1,3,1,4,1,1,1,0,1,1,3,5,1, 
10/11/2017,10/11/2017,50.64.132.208,100,439,1,10/11/2017,R_3lxFWDyPoSgKu5U,49.283294677734,-123.12979888916,anonymous,EN,150,7,3,6,1,3,4,1,1, , ,1,1, , , , ,2,5,1,5,1,1,1,1,2,5,5,5,5,1,1,3, ,5,5,3,3,5,5,5,5,5,2, , , , , , , , , , , ,1,1, , ,2,1,1,3,1,2,1,0,1,2,2,3,1, 
10/11/2017,10/11/2017,142.179.4.129,100,434,1,10/11/2017,R_9WDkCDk6byTLkHv,49.29899597168,-123.14080047607,anonymous,EN,150,7,1,3,1,1,3,3,1, , ,1,1, , , , ,2,4,3,5,4,5,1,2,1,5,4,5,5,1,2,3, ,4,2,1,3,3,3,3,5,3,1,1, , , , , , , ,Positive esp with Evo. Cars are always clean and reliable. Very thankful. Only concern is that I live downtown and after a big event cars all disappear to suburbs since people can't get cabs. Good luck finding an evo next morning...., , , ,1, , ,2,2,2,3,1,1,1,0,1,1,2,4,1, 
10/11/2017,10/11/2017,174.7.252.160,100,4589,1,10/11/2017,R_YPubvbojgE5UTL3,50.120803833008,-122.95439910889,anonymous,EN,150,6,3,3,1,1,2,4,6, , , ,1, , , , ,3,5,5,4,4, ,5,1,2,5,5,1,3,5, ,1, ,5,5,1,5,5,5,5,5,5,1, , , ,1, , , , , , , , ,1, , ,1,2,2,3,1,2,1,3,3,2,2,5,1, 
10/11/2017,10/11/2017,216.19.183.138,100,325,1,10/11/2017,R_1Km9tqYDm2VFKNJ,49.277893066406,-123.09080505371,anonymous,EN,150,7,4,5,2,2,2,2,2,1, ,1, , , , , ,2,5,1,4,3, ,2, ,2, ,2,2,4, ,1,2, ,2,1,1,2,4,3,4,1,2,1,1, , , , , , , , , ,1, , , , ,3,1,2,3,1,2,1,0,1,2,4,3,1, 
10/11/2017,10/11/2017,23.16.24.125,100,14230,1,10/11/2017,R_1dnVQtvMaD54JQY,49.248001098633,-123.09130096436,anonymous,EN,150,7,1,7,1,2,4,1,1, , ,1,1, , , , ,2,4,5,5,4,4,2,1,1,5,5,4,4,1,2,3, ,4,2,2,5,4,2,5,4,4,1,1, ,1, ,1, , , , , , , , , ,1,2,1,1,4,1,3,1,2,1,2,1,2,1, 
10/11/2017,10/11/2017,24.84.145.151,100,650,1,10/11/2017,R_8qe5YmWCT5Ym4Fz,49.280700683594,-123.03970336914,anonymous,EN,150,7,4,6,1,1,4,2,1, , , ,1, , , , ,2,5,3,5,1,1,1,2,2,3,1,1,1,2,2,3, ,3,1,4,5,5,1,5,5,5,2, , , , , , , , ,It's the best!, , , , , ,1,3,2,2,3,1,1,1,0,1,2,4,3,1, 
10/11/2017,10/11/2017,70.79.171.52,100,1447,1,10/11/2017,R_5nACs2O2Rikjs53,49.217498779297,-123.03799438477,anonymous,EN,150,3,1,2,1,1,4,4,6, , , ,1, , , , ,1,4,5,5,1,1,2,2,1,5,5,1,1,1,2,4, ,4,4,1,4,2,5,5,3,3,2, , , , , , , , ,"Would like to see the ""home zone"" extended into the Champlain Heights area", , , , , ,1,1,3,2,5,1,2,1,2,3,2,1,3,1, 
10/11/2017,10/11/2017,64.180.195.166,100,674,1,10/11/2017,R_u38DS6TTOWJt7zj,49.25,-122.94999694824,anonymous,EN,150,6,1,4,4,1,5,1,5,1,1,1,1, , , , ,3,1,5,5,5,1,5,1,1,5,5,3,1,1,1,5, ,5,5,3,3,5,5,5,5,5,2, , , , , , , , , , , , ,1, , ,2,3,1,3,1,3,1,3,1,1,1,6,1, 
10/11/2017,10/11/2017,50.90.171.102,100,333,1,10/11/2017,R_1jq8z0XzjP6x55M,39.974395751953,-86.077903747559,anonymous,EN,144,7,2,5,1,3,2,4,4, , ,1,1, , , , ,2,3,4,5,4,5,3, ,2,4,3,4,3,4,2,4, ,5,5,5,5,4,5,5,4,5,2, , , , , , , , , , , , ,1,1, ,1,1,1,3,1,2,1,0,1,1,4,2,1, 
10/11/2017,10/11/2017,184.151.222.183,100,1347,1,10/11/2017,R_1roGCh9ayp8Kb9i,53.550003051758,-113.5,anonymous,EN,138,6,1,1,1,4,1,2,6, ,1, ,1, , , , ,4,5,3,4,4,4,4, ,2,3,3, ,3,5,1,2, ,1,1,1,1,2,1,5,1,2,2, , , , , , , , ,Having car sharing makes it very affordable for those who can't afford the cost and maintenance and ongoing cost of care of a vehicle in this ridiculously expensive city to live in! Thanks!, ,1,1,1,1, ,1,2,1,3,1,1,1,1,1,2,2,5,1, 
10/11/2017,10/11/2017,154.5.59.166,100,358,1,10/11/2017,R_2zvuVIYosOGoY3m,49.255096435547,-123.06669616699,anonymous,EN,150,6,7,2,2,1,2,2,1,1, ,1,1, , , , ,3,2,4,5,5,1,2,2,2,4,2,5,5,1,2,3, ,4,3,5,4,4,3,5,4,5,2, , , , , , , , , , , , , , ,1,1,2,2,3,1,2,1,0,1,1,2,2,1, 
10/11/2017,10/11/2017,50.92.34.242,100,455,1,10/11/2017,R_YX1hCmIaW1Zz5cZ,49.215103149414,-123.13960266113,anonymous,EN,150,1,1,1,2,1,2,3,5, , , ,1, , , , ,1,5,5,5,5,5,4,1,2,4,4,4,4,2,1,1, ,4,4,4,4,4,4,4,4,4, , , , , , , , , , , ,1,1,1,1, ,3,1,1,3,1,4,1,1,1,2,2,6,1, 
10/11/2017,10/11/2017,70.79.49.214,100,1023,1,10/11/2017,R_2dXdlMsH2j1Jhy3,49.261993408203,-123.09230041504,anonymous,EN,150,4,2,7,2,3,3,2,1, , , ,1, , , , ,1,4,3,5,2,1,3,2,1,5,5,1,2,2,1,5, ,3,1,5,5,3,5,2,5,3,2, , , , , , , , ,"I own my own car but its currently in Ontario. I have contemplated many times to bring it out here until i got an Evo membership. I live in East Vancouver so it's easy to get to and from work but groceries and errands were tough. Carsharing has helped me reach stores with cheap prices and helped my carry my items from A to B. Also, picking up dates is a lot less embarrassing than a bus. Haha", , , , , ,1,2,1,1,4,1,2,1,2,1,2,2,3,1, 
10/11/2017,10/11/2017,174.6.14.187,100,666,1,10/11/2017,R_3elFiOywzYxJUB5,49.279495239258,-123.06669616699,anonymous,EN,150,4,4,4,1,1,4,1,1, , , ,1, , , , ,3,1,1,4,3,3,1,2,1,3,5,1,3,3,2,4, ,2,2,2,2,5,5,5,3,5,2, , , , , , , , ,"Carsharing is a great thing, people are very curious in keep vehicle clean. It's great to have when you're running late.", , , , , ,1,2,1,1,4,1,4,1,1,1,2,4,4,1, 
10/11/2017,10/11/2017,128.189.184.201,100,509,1,10/11/2017,R_1ovbt0iMkjH2SU2,49.463500976562,-122.82199859619,anonymous,EN,140,7,1,3,2,1,2,1,1, , , ,1, , , , ,1,3,3,5,5,1,3,2,2,3,5,3,3,1,2,3, ,1,3,1,5,1,3,5,1,5,2, , , , , , , , ,More parking places would make it a lot better., , ,1,1, , ,1,1,1,4,1,5,1,4,1,2,4, ,1, 
10/11/2017,10/11/2017,70.71.233.56,100,485,1,10/11/2017,R_1eXXp1rF0iFkYo4,49.216705322266,-122.91670227051,anonymous,EN,143,3,3,5,1,1,2,2,1, , , ,1, , , , ,1,2,4,1,5,1,1,2,1,5,4,1,1,1,2,3, ,1,2,5,1,4,1,5,5,5,1,1, , , , , , , , , , , ,1, , ,3,3,2,3,1,2,1,1,2,1,2,4,1, 
10/11/2017,10/11/2017,99.199.113.240,100,413,1,10/11/2017,R_2RUnk0x6Uo06GGU,49.315994262695,-123.05760192871,anonymous,EN,144,5,1,1,1,1,3,1,6, , ,1,1, , , , ,2,1,4,5,3, ,4,1,1,5,4,1,1,5,1,5, ,1,2,1,1,3,5,2,1,5,1, , ,1,1, , , , , , ,1, ,1, , ,1,3,1,3,1,2,1,1,2,1,2,6,1, 
10/11/2017,10/11/2017,70.71.158.153,100,601,1,10/11/2017,R_3f3ugf9gHJCTKIF,49.141006469727,-122.85690307617,anonymous,EN,149,2,1,1,4,1,1,1,1, , , ,1, , , , ,1,5,3,3,5,3,5,1,2,1,5,1,1,5,1,5, ,1,1,1,1,5,5,5,1,5, , , , , , , , , ,I own a car and don't have very many car sharing options in Surrey. I live and work in Surrey. When possible I carpool with a friend., , ,1, , , ,1,2,2,3,1,2,1,2,1,1,2, ,1, 
10/11/2017,10/11/2017,70.79.145.99,100,382,1,10/11/2017,R_3s6aUtK4WY8vrnZ,49.463500976562,-122.82199859619,anonymous,EN,150,5,1,6,1,2,3,1,1,1, , ,1, , , , ,2,5,5,4,2,4,2,1,2,5,5,2,2,2,2,2, ,3,2,3,4,2,1,3,2,3,2, , , , , , , , , , , , ,1, , ,2,2,2,4,1,1,1,0,2,2,3,4,1, 
10/11/2017,10/11/2017,108.172.131.84,100,578,1,10/11/2017,R_50ypZFDMsVP85ih,49.315994262695,-123.05760192871,anonymous,EN,144,7,4,5,3,2,2,4,4, , , ,1, , , , ,2,3,3,5,4,4,1,2,2,2,4,2,2,4,2,6,"My decision to be a part of car shares has nothing to do with affordability and more to do with wanting to drive one direction quickly and on my own schedule, be able to get directly to my destination (rather than combining walking or transferring on public transit), and being able to leave the car incase I decide to have a drink or two.",3,3,1,1,3,4,4,1,4,1, , , , , , ,1,Have been able to get others to drive me around more often than in the past,Parking is sometimes very stressful, , , , ,1, ,2,1,2,4,1,2,1,1,1,2,2,5,1, 
10/11/2017,10/11/2017,99.199.7.244,100,1729,1,10/11/2017,R_W1VFpaOBrEWjNGp,49.215103149414,-123.13960266113,anonymous,EN,150,6,1,6,2,2,3,3,3, , , ,1, , , , ,2,5,4,5,5,1,1,1,1,5,5,4,5,2,1,6,I have access to our vehicle at times but it is often more convenient to use a carshare vehicle instead.  It gives me independence.,4,4,1,3,5,5,5,5,5,2, , , , , , , , ,"I work on Granville Island.  Evo is right outside my office,  However, they run out of cars there at the end of the workday.  It would be a major improvement to have Evo at ferry terminals.  We often take public transit but when one has a lot to carry, one needs a car.  I think the suburbs should get with it even though they have good public transit in most cases.
I talk about Evo informally at international conferences I attend and people think it's brilliant.
I feel modern.", , , , , ,1,3,6,2,4,1,2,1,1,1,1,3,6,1, 
10/11/2017,10/11/2017,24.86.132.231,100,305,1,10/11/2017,R_pMok2L3zfII3zP3,49.261993408203,-123.09230041504,anonymous,EN,150,6,1,6,1,1,3,1,1, , , ,1, , , , ,1,5,5,5,4,1,2,2,2,5,5,3,4,4,2,3, ,5,3,3,5,5,5,5,5,5,2, , , , , , , , , , ,1,1,1, , ,3,1,2,4,1,3,1,2,1,2,3,4,1, 
10/11/2017,10/11/2017,70.68.137.213,100,375,1,10/11/2017,R_2dBkbXPTUebtv1d,49.188598632812,-122.93840026855,anonymous,EN,143,4,2,5,1,1,4,2,1,1,1, ,1, , , , ,2,5,5,4,1,1,1,1,1,5,5,1,1,2,1,1, ,3,3,4,5,4,4,4,5,4,2, , , , , , , , , , , , , , ,1,2,2,2,5,1,2,1,0,2,1,3,6,1, 
10/11/2017,10/11/2017,96.48.168.22,100,754,1,10/11/2017,R_DVlJRdN1kxGIEFz,49.188598632812,-122.93840026855,anonymous,EN,143,5,5,6,1,2,5,2,2,1, , ,1, , , , ,3,4,5,5,4,3,5,1,1,5,4,2,4,4,2,2, ,3,4,2,4,5,4,5,4,5,1, , , , , , ,1,"I got a car because someone in my family wanted to get rid it, so I drove it for awhile, but it was a beater and I kind of hated it. I like the nice, new car share vehicles better!",More!, ,1, , , , ,1,3,2,3,1,2,1,0,1,1,2,4,1, 
10/11/2017,10/11/2017,199.116.241.101,100,328,1,10/11/2017,R_2fHdULDfy45vgBE,49.278793334961,-123.11389923096,anonymous,EN,150,5,1,5,1,2,4,1,2, , ,1,1, , , , ,2,5,3, ,3,5,3, ,1,5,5,3,3,1,1,1, ,4,3,2,4,4,5,4,5,4, , , , , , , , , , , ,1, , , , ,1,3,1,3,1,2,1,0,1,2,3,6,1, 
10/11/2017,10/11/2017,128.189.173.184,100,456,1,10/11/2017,R_9RlK8kmiCSDjB4J,49.463500976562,-122.82199859619,anonymous,EN,150,7,7,4,1,1,4,5,3, , , ,1, , , , ,2,1,5,5,1,1,1,1,2,5,5,5,5,1,2,4, ,5,5,5,5,5,5,5,3,5,2, , , , , , , , ,I hate parking tickets, ,1, , , , ,2,1,1,4,1,4,1,2,1,2,2, ,1, 
10/11/2017,10/11/2017,50.64.80.17,100,548,1,10/11/2017,R_2e3cTv7dz9gd90F,49.248001098633,-123.09130096436,anonymous,EN,150,4,2,2,2,2,2,1,1, , , ,1, , , , ,1,4,5,2,5,2,3,1,2,5,5,3,2,4,1,1, ,2,3,1,2,4,1,4,4,5, , , , , , , , , , , ,1, , , , ,2,3,1,2,1,2,1,2,5,1,3, ,1, 
10/11/2017,10/11/2017,66.183.16.102,100,660,1,10/11/2017,R_2EayyP5zhUpOn1T,49.239700317383,-123.04069519043,anonymous,EN,150,2,2,2,1,2,2,2,7, , ,1,1, , , , ,1,3,4,4,5,4,4,1,2,1,5,2,3,3,1,5, ,1,1,1,1,5,5,5,1,5, , , , , , , , , , , , , ,1, , ,1,4,2,2,1,2,1,2,7,1,3, ,1, 
10/11/2017,10/11/2017,207.34.158.65,100,321,1,10/11/2017,R_31Eho3PfXxkmUpc,48.499298095703,-123.40029907227,anonymous,EN,150,6,1,6,3,2,2,3,2, , ,1,1, , , , ,3,5,5,5,5,5,4, ,1,5,5,4,4, ,1,2, ,3,3,3,3,3,2,3,2,4,2, , , , , , , , , , , , ,1, , ,1,1,2,4,1,3,1,1,1,2,3,2,1, 
10/11/2017,10/11/2017,108.63.60.207,100,899,1,10/11/2017,R_2aauHT4nh31qzxt,51.104705810547,-114.11479949951,anonymous,EN,150,6,3,2,1,1,2,2,4, , ,1,1, , , , ,3,4,4,4,5,3,3, ,2,3,4,2,4,3, ,6,"I have a car but it's 27 years old. I have an 87-year-old mother who lives in another city in B.C. I keep the car to visit her, but it may not last much longer and the car-share gives me an alternate if necessary.",3,3,3,3,3,5,4,3,5, , , , , , , , , ,"I've only used it twice, but nice to know I have the option if needed.",1,1, , , , ,3,4,2,3,1,1,1,1,1,1,3,4,1, 
10/11/2017,10/11/2017,69.172.149.179,100,367,1,10/11/2017,R_3p08I4lTkejK3d0,49.261993408203,-123.09230041504,anonymous,EN,150,3,3,2,1,2,4,4,6, , ,1,1, , , , ,3,3,2,5,4,4,2,2,2,2,4,5,4,2,2,5, ,3,1,1,2,4,5,5,1,5,2, , , , , , , , , , , , ,1, , ,1,2,2,3,1,1,1,1,1,1,2,4,1, 
10/11/2017,10/11/2017,75.157.214.150,100,409,1,10/11/2017,R_3gTodesjAxD0XLP,49.234405517578,-123.1450958252,anonymous,EN,150,4,1,4,1,2,3,1,4, , , ,1, , , , ,1,3,4,5,4,5,3,2,2,3,5,4,5,1,1,1, ,3,2,2,2,3,2,3,4,5,1, , , , , , ,1,My house is not part of the home zone so it takes about the same time to transit vs walking all the way to the nearesr evo car,Please cover more ground for home zone, ,1, , , , ,2,1,2,3,1,3,1,2,1,2,3, ,1, 
10/11/2017,10/11/2017,50.64.24.142,100,537,1,10/11/2017,R_5nFuC1BC5hCHg7T,49.264602661133,-123.16479492188,anonymous,EN,150,7,3,5,1,1,3,1,1, , , ,1, , , , ,1,4,1,5,3,5,4,2,2,5,5,2,4,1,2,3, ,5,5,1,4,4,4,4,4,4,1,1, , , , , , , ,"very easy, except the home zone  is really restricting (i cant park outside my house)", ,1, , , , ,2,1,2,4,1,4,1,0,1,2,1,1,1, 
10/11/2017,10/11/2017,24.85.206.140,100,407,1,10/11/2017,R_XByPkEzkfT22eSl,49.239700317383,-123.04069519043,anonymous,EN,150,5,4,3,4,1,5,4,1, , , ,1, , , , ,1,1,2,5,5,1,1,1,2,4,4,2,4,2,2,4, ,2,1,2,2,2,2,3,2,2,2, , , , , , , , , , , , ,1, , ,2,1,2,3,1,2,1,0,1,2,2,3,1, 
10/11/2017,10/11/2017,108.180.155.60,100,510,1,10/11/2017,R_2Pv7hgiaKIXELqh,49.203796386719,-122.99209594727,anonymous,EN,150,3,1,5,1,1,2,5,2, , , ,1, , , , ,1,4,4,4,5, ,4,2,2,5, ,4,4,3,2,2, ,2,3,1,3,4,4,4,4,4,1, , , , , , ,1,My home is not within the home zone,"Please expand the home zone to champlain area, 54th and Rupert. I would use cars hare more often", , , , ,1, ,1,1,2,3,1,3,1,1,3,2,2,4,1, 
10/11/2017,10/11/2017,154.5.172.109,100,506,1,10/11/2017,R_3lRmId4euxN2IPU,49.260299682617,-123.14599609375,anonymous,EN,150,5,3,5,1,1,4,1,1, , ,1,1, , , , ,1,4,1,5,4,1,1,2,1,5,5,1,1,4,2,1, ,2,2,1,4,4,4,4,5,4,2, , , , , , , , ,I wish the home zone covered more of metro vancouver and extended to the island., , , , , ,1,1,2,1,4,1,2,1,2,1,1,2,5,1, 
10/11/2017,10/11/2017,154.5.122.5,100,1310,1,10/11/2017,R_31ugTDtwZCkdAgA,49.279495239258,-123.06669616699,anonymous,EN,150,5,2,7,1,2,3,2,1,1, ,1,1, , , , ,3,5,4,5,1,1,1, ,1,5,5,2,2,3,2,3, ,4,5,4,5,5,5,5,5,5,2, , , , , , , , , , , , , , ,1,2,5,2,4,1,2,1,0,1,2,2,3,1, 
10/11/2017,10/11/2017,24.86.164.157,100,731,1,10/11/2017,R_2rVhFcRmx97gLw5,49.25,-123.13330078125,anonymous,EN,150,2,6,2,1,1,4,1,1,1, ,1,1, , , , ,2,3,5,5,4,4,3,2,1,5,5,1,5,1,1,1, ,3,4,4,5,5,5,4,5,5,2, , , , , , , , ,"Even having accounts with multiple services, some times is hard to find a car when needed.", , , , , ,1,2,1,1,3,1,2,1,0,1,2,2,5,1, 
10/11/2017,10/11/2017,207.6.233.73,100,810,1,10/11/2017,R_3lEvh44YXtHAf9R,49.280700683594,-123.03970336914,anonymous,EN,150,3,2,1,1,1,4,3,6, , ,1,1, , , , ,3,1,2,5,1,4,3,1,1,1,5,1,1,5,1,6,"Parking in Donwtown is a mess, with carshared services you can park almost everywhere and don’t need to pay for parking",1,5,1,1,1,5,1,1,1,2, , , , , , , , ,Best way to reach downtown without wasting your time on public transport., , , ,1, , ,3,1,1,3,1,2,1,1,1,2,2,5,1, 
10/11/2017,10/11/2017,24.114.37.4,100,440,1,10/11/2017,R_2w4SyfJlYxEqYYG,49.25,-123.13330078125,anonymous,EN,150,6,5,6,1,2,2,3,1, , ,1,1, , , , ,2,4,4,5,5,5,1,2,2,5,5,2,4,4,1,1, ,2,2,1,3,4,2,4,5,4,2, , , , , , , , ,Evo has more cars in the downtown area.  Car2Go has more vehicle choices but always seems to be available much farther away tgan evo cars, , , , , ,1,2,4,1,3,1,1,1,0,1,1,3,3,1, 
10/11/2017,10/11/2017,50.92.185.116,100,480,1,10/11/2017,R_1dKYZ4fNUYgSke9,49.29899597168,-123.14080047607,anonymous,EN,150,4,5,3,1,1,3,1,1, , ,1,1, , , , ,2,5,5,5,2,1,2,1,1,5,4,1,4,1,1,1, ,2,4,5,5,4,5,4,3,5,2, , , , , , , , ,"I would love if car sharing didn't have 200km restrictions, of if the cost per KM over 200km was lower. There are so many great places in BC that it's a shame that I'd need to hire a car for trips further afield.", , ,1,1, , ,1,1,2,3,1,2,1,0,1,2,3, ,1, 
10/11/2017,10/11/2017,209.121.32.148,100,2659,1,10/11/2017,R_211x7lrwgYANfP5,49.399993896484,-123.5,anonymous,EN,150,5,3,6,2,1,3,2,1, ,1, ,1, , , , ,3,4,4,5,3,3,3,2,2,5,5,4,3,2,1,2, ,3,1,1,5,5,5,5,5,5,2, , , , , , , , ,"Sometimes it is difficult to reserve a carshare during peak hours. For example, afternoon rush hour out of downtown means if you're downtown doing errands that time you might get stuck or opt for public transit because all the cars are taken", , , , , ,1,1,2,2,3,1,2,1,0,1,1,3,4,1, 
10/11/2017,10/11/2017,108.63.56.225,100,595,1,10/11/2017,R_Q095HaaUetgp1df,50.883697509766,-114.03260040283,anonymous,EN,150,1,1,1,1,1,1,1,6, , , ,1, , , , ,2,1,1,5,1,1,5,1,2,1,5,5,5,1,1,5, ,5,5,1,5,5,5,3,4,5,2, , , , , , , , ,I think owning and operating a vehicle is the same cost as using car share. You need to also factor in the purchase of a new vehicle in your calculations. The advantage for me is that I can park it a venues for free and it less convenient with my own car., , , ,1, , ,2,3,1,4,1,2,1,2,4,1,1,5,1, 
10/11/2017,10/11/2017,50.68.196.132,100,510,1,10/11/2017,R_2VPCfWGG1tbeupr,49.315994262695,-123.05760192871,anonymous,EN,144,7,2,2,1,1,2,2,5, , ,1,1, , , , ,3,5,4,5,4,4,3,1,2,1,4,2,2,5,1,5, ,3,4,1,2,5,5,5,1,5,1,1, , , , ,1, , , , ,1, , , , ,3,4,2,3,1,2,1,3,1,1,2,5,1, 
10/11/2017,10/11/2017,24.114.42.179,100,483,1,10/11/2017,R_3rHvxf8z5uYmrBU,53.550003051758,-113.5,anonymous,EN,150,1,1,3,1,1,2,2,6, , ,1,1, , , , ,3,4,5,4,5,4,4,1,2,2,4,3,4,4,1,2, , , , , ,6,6,6,6,6,1, , , , ,1, , , , , ,1, , , , ,1,2,2,3,1,2,1,2,1,1,4, ,1, 
10/11/2017,10/11/2017,172.218.227.144,100,506,1,10/11/2017,R_1mjUGxfxorVv5nY,49.260299682617,-123.14599609375,anonymous,EN,150,5,3,3,1,3,2,2,3, , ,1,1, , , , ,3,5,5,5,5,3,2, ,2,3,5,3,4,4,1,5, ,5,2,1,2,5,5,5,6,5,2, , , , , , , , , , , , , , ,1,1,2,1,3,1,2,1,2,1,2,2,5,1, 
10/11/2017,10/11/2017,174.6.55.162,100,563,1,10/11/2017,R_27r216E0dihwiKl,49.215103149414,-123.13960266113,anonymous,EN,150,3,3,2,7,1,2,4,7, , ,1,1, , , , ,1,3,3,5,5,1,4, ,2,2,3,5,5,1, ,5, ,2,1,1,2,3,2,3,1,5,1, , , , ,1, , , , , , , ,1, , ,1,2,2,3,1,3,1,3,1,1,4, ,1, 
10/11/2017,10/11/2017,206.12.53.67,100,368,1,10/11/2017,R_2mC9fRsro0x4KxH,49.463500976562,-122.82199859619,anonymous,EN,150,7,1,5,1,1,1,4,1, ,1,1,1, , , , ,1,3,2,5,4,4,2, ,2,2,4,1,4,2,1,4, ,4,4,2,4,4,4,4,1,4,2, , , , , , , , , , , , ,1, , ,3,1,1,4,1,2,1,1,1,2,3, ,1, 
10/11/2017,10/11/2017,207.216.21.6,100,558,1,10/11/2017,R_1kTi9zlA2FI0032,49.248001098633,-123.09130096436,anonymous,EN,150,5,4,3,6,2,2,1,1, , , ,1, , , , ,2,1,5,4,5,1,1,2,2,1,4,1,1,1,1,5, ,5,1,1,1,1,1,5,1,5,2, , , , , , , , , , , , ,1, , ,2,2,1,5,1,2,1,2,1,1,3, ,1, 
10/11/2017,10/11/2017,70.79.133.123,100,382,1,10/11/2017,R_1hBdg1zmM14iAsc,49.463500976562,-122.82199859619,anonymous,EN,150,4,7,2,1,1,2,2,1, , , ,1, , , , ,1,1,1,5,2,2,1, ,2,2,5,5,4,3,1,1, ,1,1,1,3,5,5,5,3,3, , , , , , , , , , , , , ,1, , ,3,1,2,1,1,1,1,0,1,2,4, ,1, 
10/11/2017,10/11/2017,174.6.61.196,100,17230,1,10/11/2017,R_1l5AMY9mZF9dICr,49.215606689453,-123.09790039062,anonymous,EN,150,7,2,7,1,2,4,4,1, , , ,1, , , , ,1,1,4,5,4,5,3,1,2,5,5,1,5,5,1,2, ,5,5,3,5,5,5,5,1,5,2, , , , , , , , ,I think the evo app needs some work but I love their service !, ,1,1,1, , ,2,1,1,4,1,2,1,2,1,2,2,1,1, 
10/11/2017,10/11/2017,24.244.32.135,100,541,1,10/11/2017,R_2Bh765Qo9h3tnbQ,49.234405517578,-123.1450958252,anonymous,EN,150,7,3,7,5,1,7,5,5, , ,1,1, , , , ,2,3,3,5,3,5,4, ,2,5,5,4,5,4,2,3, ,5,5,3,5,5,5,5,5,5,2, , , , , , , , , , , , ,1, , ,1,1,2,4,1,2,1,1,1,2,2, ,1, 
10/11/2017,10/11/2017,24.85.74.243,100,694,1,10/11/2017,R_2t9jmijAO13FV1f,49.170700073242,-122.73260498047,anonymous,EN,149,5,2,7,2,1,1,7,7, , , ,1, , , , ,2,4,4,5,5,3,2, ,1,4,5,4,5,3,2,3, ,3,1,3,4,4,4,5,3,4,2, , , , , , , , ,I live in surrey. And no proper carshare is available here not even evo., , ,1, , , ,3,1,1,4,1,4,1,3,3,2,1, ,1, 
10/11/2017,10/11/2017,24.86.238.98,100,547,1,10/11/2017,R_UszmelEL1b4kexr,49.037399291992,-122.82989501953,anonymous,EN,149,3,3,3,1,1,2,2,5, , , ,1, , , , ,3,3,3,5,5,3,3,1,2,3,3,3,3,3,2,5, ,1,1,1,1,3,5,5,1,5,2, , , , , , , , ,Car sharing is cheaper than finding and paying for parking., , , , , ,1,2,5,1,3,1,1,1,1,1,2,2,3,1, 
10/11/2017,10/11/2017,108.172.4.98,100,1372,1,10/11/2017,R_r7wgw9oCxsH7tjb,49.248001098633,-123.09130096436,anonymous,EN,150,7,4,2,3,2,4,4,2, , ,1,1, , , , ,1,3,4,5,1,2,2,1,1,4,5,3,4,2, ,5, ,3,5,1,3,4,4,5,2,5,2, , , , , , , , , , ,1, ,1, , ,1,3,2,3,1,2,1,1,2,1,2,4,1, 
